raw_score,mcq_score,ans_score,year,scaled_score,mcqs,ans,questions,mcq_prop,ans_prop,prop
29,23,6,2016,570,42,12,54,0.547619048,0.5,0.537037037
27,22,5,2016,550,42,12,54,0.523809524,0.416666667,0.5
28,22,6,2016,560,42,12,54,0.523809524,0.5,0.518518519
27,21,6,2016,550,42,12,54,0.5,0.5,0.5
29,23,6,2016,570,42,12,54,0.547619048,0.5,0.537037037
27,21,6,2016,550,42,12,54,0.5,0.5,0.5
26,21,5,2016,540,42,12,54,0.5,0.416666667,0.481481481
27,22,5,2016,550,42,12,54,0.523809524,0.416666667,0.5
32,25,7,2016,580,42,12,54,0.595238095,0.583333333,0.592592593
28,22,6,2016,560,42,12,54,0.523809524,0.5,0.518518519
29,23,6,2016,570,42,12,54,0.547619048,0.5,0.537037037
25,19,6,2016,530,42,12,54,0.452380952,0.5,0.462962963
28,23,5,2016,560,42,12,54,0.547619048,0.416666667,0.518518519
24,18,6,2016,520,42,12,54,0.428571429,0.5,0.444444444
30,24,6,2016,570,42,12,54,0.571428571,0.5,0.555555556
29,23,6,2016,570,42,12,54,0.547619048,0.5,0.537037037
28,22,6,2016,560,42,12,54,0.523809524,0.5,0.518518519
28,22,6,2016,560,42,12,54,0.523809524,0.5,0.518518519
27,22,5,2016,550,42,12,54,0.523809524,0.416666667,0.5
25,20,5,2016,530,42,12,54,0.476190476,0.416666667,0.462962963
30,23,7,2016,570,42,12,54,0.547619048,0.583333333,0.555555556
24,18,6,2016,520,42,12,54,0.428571429,0.5,0.444444444
28,21,7,2016,560,42,12,54,0.5,0.583333333,0.518518519
26,21,5,2016,540,42,12,54,0.5,0.416666667,0.481481481
29,24,5,2016,570,42,12,54,0.571428571,0.416666667,0.537037037
24,18,6,2016,520,42,12,54,0.428571429,0.5,0.444444444
27,21,6,2016,550,42,12,54,0.5,0.5,0.5
26,21,5,2016,540,42,12,54,0.5,0.416666667,0.481481481
29,23,6,2016,570,42,12,54,0.547619048,0.5,0.537037037
27,22,5,2016,550,42,12,54,0.523809524,0.416666667,0.5
28,22,6,2016,560,42,12,54,0.523809524,0.5,0.518518519
29,23,6,2016,570,42,12,54,0.547619048,0.5,0.537037037
27,21,6,2016,550,42,12,54,0.5,0.5,0.5
27,22,5,2016,550,42,12,54,0.523809524,0.416666667,0.5
30,24,6,2016,570,42,12,54,0.571428571,0.5,0.555555556
26,20,6,2016,540,42,12,54,0.476190476,0.5,0.481481481
26,21,5,2016,540,42,12,54,0.5,0.416666667,0.481481481
29,23,6,2016,570,42,12,54,0.547619048,0.5,0.537037037
27,21,6,2016,550,42,12,54,0.5,0.5,0.5
28,23,5,2016,560,42,12,54,0.547619048,0.416666667,0.518518519
24,19,5,2016,520,42,12,54,0.452380952,0.416666667,0.444444444
27,20,7,2016,550,42,12,54,0.476190476,0.583333333,0.5
27,21,6,2016,550,42,12,54,0.5,0.5,0.5
35,29,6,2017,570,45,13,58,0.644444444,0.461538462,0.603448276
33,25,8,2017,560,45,13,58,0.555555556,0.615384615,0.568965517
36,29,7,2017,580,45,13,58,0.644444444,0.538461538,0.620689655
31,26,5,2017,540,45,13,58,0.577777778,0.384615385,0.534482759
31,23,8,2017,540,45,13,58,0.511111111,0.615384615,0.534482759
36,29,7,2017,580,45,13,58,0.644444444,0.538461538,0.620689655
32,28,4,2017,550,45,13,58,0.622222222,0.307692308,0.551724138
34,25,9,2017,560,45,13,58,0.555555556,0.692307692,0.586206897
24,21,3,2017,480,45,13,58,0.466666667,0.230769231,0.413793103
31,27,4,2017,540,45,13,58,0.6,0.307692308,0.534482759
32,26,6,2017,550,45,13,58,0.577777778,0.461538462,0.551724138
33,25,8,2017,560,45,13,58,0.555555556,0.615384615,0.568965517
33,29,4,2017,560,45,13,58,0.644444444,0.307692308,0.568965517
40,33,7,2017,610,45,13,58,0.733333333,0.538461538,0.689655172
34,29,5,2017,560,45,13,58,0.644444444,0.384615385,0.586206897
28,22,6,2017,520,45,13,58,0.488888889,0.461538462,0.482758621
33,28,5,2017,560,45,13,58,0.622222222,0.384615385,0.568965517
34,26,8,2017,560,45,13,58,0.577777778,0.615384615,0.586206897
34,28,6,2017,560,45,13,58,0.622222222,0.461538462,0.586206897
36,27,9,2017,580,45,13,58,0.6,0.692307692,0.620689655
42,35,7,2017,630,45,13,58,0.777777778,0.538461538,0.724137931
33,26,7,2017,560,45,13,58,0.577777778,0.538461538,0.568965517
35,30,5,2017,570,45,13,58,0.666666667,0.384615385,0.603448276
31,25,6,2017,540,45,13,58,0.555555556,0.461538462,0.534482759
31,26,5,2017,540,45,13,58,0.577777778,0.384615385,0.534482759
31,27,4,2017,540,45,13,58,0.6,0.307692308,0.534482759
36,31,5,2017,580,45,13,58,0.688888889,0.384615385,0.620689655
33,27,6,2017,560,45,13,58,0.6,0.461538462,0.568965517
30,25,5,2017,530,45,13,58,0.555555556,0.384615385,0.517241379
38,30,8,2017,600,45,13,58,0.666666667,0.615384615,0.655172414
34,27,7,2017,560,45,13,58,0.6,0.538461538,0.586206897
32,26,6,2017,550,45,13,58,0.577777778,0.461538462,0.551724138
33,26,7,2017,560,45,13,58,0.577777778,0.538461538,0.568965517
35,28,7,2017,570,45,13,58,0.622222222,0.538461538,0.603448276
34,29,5,2017,560,45,13,58,0.644444444,0.384615385,0.586206897
27,20,7,2017,510,45,13,58,0.444444444,0.538461538,0.465517241
31,25,6,2017,540,45,13,58,0.555555556,0.461538462,0.534482759
34,27,7,2017,560,45,13,58,0.6,0.538461538,0.586206897
35,29,6,2017,570,45,13,58,0.644444444,0.461538462,0.603448276
32,26,6,2017,550,45,13,58,0.577777778,0.461538462,0.551724138
32,26,6,2017,550,45,13,58,0.577777778,0.461538462,0.551724138
32,28,4,2017,550,45,13,58,0.622222222,0.307692308,0.551724138
34,29,5,2017,560,45,13,58,0.644444444,0.384615385,0.586206897
34,29,5,2017,560,45,13,58,0.644444444,0.384615385,0.586206897
35,27,8,2017,570,45,13,58,0.6,0.615384615,0.603448276
34,27,7,2017,560,45,13,58,0.6,0.538461538,0.586206897
35,29,6,2017,570,45,13,58,0.644444444,0.461538462,0.603448276
35,29,6,2017,570,45,13,58,0.644444444,0.461538462,0.603448276
34,27,7,2017,560,45,13,58,0.6,0.538461538,0.586206897
33,26,7,2017,560,45,13,58,0.577777778,0.538461538,0.568965517
30,24,6,2018,530,45,13,58,0.533333333,0.461538462,0.517241379
32,25,7,2018,550,45,13,58,0.555555556,0.538461538,0.551724138
32,27,5,2018,550,45,13,58,0.6,0.384615385,0.551724138
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
36,29,7,2018,580,45,13,58,0.644444444,0.538461538,0.620689655
31,24,7,2018,540,45,13,58,0.533333333,0.538461538,0.534482759
31,25,6,2018,540,45,13,58,0.555555556,0.461538462,0.534482759
30,23,7,2018,530,45,13,58,0.511111111,0.538461538,0.517241379
30,23,7,2018,530,45,13,58,0.511111111,0.538461538,0.517241379
34,27,7,2018,560,45,13,58,0.6,0.538461538,0.586206897
32,26,6,2018,550,45,13,58,0.577777778,0.461538462,0.551724138
32,25,7,2018,550,45,13,58,0.555555556,0.538461538,0.551724138
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
33,25,8,2018,560,45,13,58,0.555555556,0.615384615,0.568965517
34,28,6,2018,560,45,13,58,0.622222222,0.461538462,0.586206897
34,29,5,2018,560,45,13,58,0.644444444,0.384615385,0.586206897
36,30,6,2018,580,45,13,58,0.666666667,0.461538462,0.620689655
34,27,7,2018,560,45,13,58,0.6,0.538461538,0.586206897
33,28,5,2018,560,45,13,58,0.622222222,0.384615385,0.568965517
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
35,29,6,2018,570,45,13,58,0.644444444,0.461538462,0.603448276
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
36,29,7,2018,580,45,13,58,0.644444444,0.538461538,0.620689655
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
32,27,5,2018,550,45,13,58,0.6,0.384615385,0.551724138
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
31,26,5,2018,540,45,13,58,0.577777778,0.384615385,0.534482759
30,24,6,2018,530,45,13,58,0.533333333,0.461538462,0.517241379
38,31,7,2018,600,45,13,58,0.688888889,0.538461538,0.655172414
31,24,7,2018,540,45,13,58,0.533333333,0.538461538,0.534482759
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
36,29,7,2018,580,45,13,58,0.644444444,0.538461538,0.620689655
28,22,6,2018,520,45,13,58,0.488888889,0.461538462,0.482758621
32,26,6,2018,550,45,13,58,0.577777778,0.461538462,0.551724138
34,27,7,2018,560,45,13,58,0.6,0.538461538,0.586206897
38,32,6,2018,600,45,13,58,0.711111111,0.461538462,0.655172414
34,27,7,2018,560,45,13,58,0.6,0.538461538,0.586206897
33,26,7,2018,560,45,13,58,0.577777778,0.538461538,0.568965517
32,26,6,2018,550,45,13,58,0.577777778,0.461538462,0.551724138
31,25,6,2018,540,45,13,58,0.555555556,0.461538462,0.534482759
32,25,7,2018,550,45,13,58,0.555555556,0.538461538,0.551724138
36,29,7,2018,580,45,13,58,0.644444444,0.538461538,0.620689655
34,26,8,2018,560,45,13,58,0.577777778,0.615384615,0.586206897
34,26,8,2018,560,45,13,58,0.577777778,0.615384615,0.586206897
32,26,6,2018,550,45,13,58,0.577777778,0.461538462,0.551724138
33,27,6,2018,560,45,13,58,0.6,0.461538462,0.568965517
32,26,6,2018,550,45,13,58,0.577777778,0.461538462,0.551724138
34,28,6,2018,560,45,13,58,0.622222222,0.461538462,0.586206897
35,29,6,2018,570,45,13,58,0.644444444,0.461538462,0.603448276
33,25,8,2018,560,45,13,58,0.555555556,0.615384615,0.568965517
32,27,5,2019,550,45,13,58,0.6,0.384615385,0.551724138
38,30,8,2019,600,45,13,58,0.666666667,0.615384615,0.655172414
36,29,7,2019,580,45,13,58,0.644444444,0.538461538,0.620689655
32,28,4,2019,550,45,13,58,0.622222222,0.307692308,0.551724138
31,28,3,2019,540,45,13,58,0.622222222,0.230769231,0.534482759
37,29,8,2019,590,45,13,58,0.644444444,0.615384615,0.637931034
38,31,7,2019,600,45,13,58,0.688888889,0.538461538,0.655172414
33,28,5,2019,560,45,13,58,0.622222222,0.384615385,0.568965517
36,30,6,2019,580,45,13,58,0.666666667,0.461538462,0.620689655
37,31,6,2019,590,45,13,58,0.688888889,0.461538462,0.637931034
39,31,8,2019,600,45,13,58,0.688888889,0.615384615,0.672413793
36,31,5,2019,580,45,13,58,0.688888889,0.384615385,0.620689655
30,25,5,2019,530,45,13,58,0.555555556,0.384615385,0.517241379
35,29,6,2019,570,45,13,58,0.644444444,0.461538462,0.603448276
34,29,5,2019,560,45,13,58,0.644444444,0.384615385,0.586206897
32,24,8,2019,550,45,13,58,0.533333333,0.615384615,0.551724138
34,27,7,2019,560,45,13,58,0.6,0.538461538,0.586206897
32,26,6,2019,550,45,13,58,0.577777778,0.461538462,0.551724138
37,33,4,2019,590,45,13,58,0.733333333,0.307692308,0.637931034
34,29,5,2019,560,45,13,58,0.644444444,0.384615385,0.586206897
37,31,6,2019,590,45,13,58,0.688888889,0.461538462,0.637931034
35,29,6,2019,570,45,13,58,0.644444444,0.461538462,0.603448276
40,32,8,2019,610,45,13,58,0.711111111,0.615384615,0.689655172
33,28,5,2019,560,45,13,58,0.622222222,0.384615385,0.568965517
31,24,7,2019,540,45,13,58,0.533333333,0.538461538,0.534482759
29,25,4,2019,520,45,13,58,0.555555556,0.307692308,0.5
34,27,7,2019,560,45,13,58,0.6,0.538461538,0.586206897
41,32,9,2019,620,45,13,58,0.711111111,0.692307692,0.706896552
32,28,4,2019,550,45,13,58,0.622222222,0.307692308,0.551724138
35,27,8,2019,570,45,13,58,0.6,0.615384615,0.603448276
32,29,3,2019,550,45,13,58,0.644444444,0.230769231,0.551724138
32,28,4,2019,550,45,13,58,0.622222222,0.307692308,0.551724138
36,32,4,2019,580,45,13,58,0.711111111,0.307692308,0.620689655
42,33,9,2019,630,45,13,58,0.733333333,0.692307692,0.724137931
40,31,9,2019,610,45,13,58,0.688888889,0.692307692,0.689655172
36,28,8,2019,580,45,13,58,0.622222222,0.615384615,0.620689655
36,30,6,2019,580,45,13,58,0.666666667,0.461538462,0.620689655
38,31,7,2019,600,45,13,58,0.688888889,0.538461538,0.655172414
29,24,5,2019,520,45,13,58,0.533333333,0.384615385,0.5
35,29,6,2019,570,45,13,58,0.644444444,0.461538462,0.603448276
30,26,4,2019,530,45,13,58,0.577777778,0.307692308,0.517241379
30,25,5,2019,530,45,13,58,0.555555556,0.384615385,0.517241379
34,28,6,2019,560,45,13,58,0.622222222,0.461538462,0.586206897
29,23,6,2019,520,45,13,58,0.511111111,0.461538462,0.5
39,32,7,2019,600,45,13,58,0.711111111,0.538461538,0.672413793
32,27,5,2019,550,45,13,58,0.6,0.384615385,0.551724138
34,28,6,2019,560,45,13,58,0.622222222,0.461538462,0.586206897
33,24,9,2019,560,45,13,58,0.533333333,0.692307692,0.568965517
30,26,4,2019,530,45,13,58,0.577777778,0.307692308,0.517241379
31,26,5,2019,540,45,13,58,0.577777778,0.384615385,0.534482759
35,29,6,2020,570,45,13,58,0.644444444,0.461538462,0.603448276
39,31,8,2020,600,45,13,58,0.688888889,0.615384615,0.672413793
38,27,11,2020,600,45,13,58,0.6,0.846153846,0.655172414
44,34,10,2020,650,45,13,58,0.755555556,0.769230769,0.75862069
34,26,8,2020,560,45,13,58,0.577777778,0.615384615,0.586206897
37,28,9,2020,590,45,13,58,0.622222222,0.692307692,0.637931034
39,31,8,2020,600,45,13,58,0.688888889,0.615384615,0.672413793
40,30,10,2020,610,45,13,58,0.666666667,0.769230769,0.689655172
37,29,8,2020,590,45,13,58,0.644444444,0.615384615,0.637931034
40,30,10,2020,610,45,13,58,0.666666667,0.769230769,0.689655172
36,27,9,2020,580,45,13,58,0.6,0.692307692,0.620689655
39,31,8,2020,600,45,13,58,0.688888889,0.615384615,0.672413793
37,30,7,2020,590,45,13,58,0.666666667,0.538461538,0.637931034
38,29,9,2020,600,45,13,58,0.644444444,0.692307692,0.655172414
38,31,7,2020,600,45,13,58,0.688888889,0.538461538,0.655172414
44,34,10,2020,650,45,13,58,0.755555556,0.769230769,0.75862069
36,27,9,2020,580,45,13,58,0.6,0.692307692,0.620689655
38,29,9,2020,600,45,13,58,0.644444444,0.692307692,0.655172414
37,27,10,2020,590,45,13,58,0.6,0.769230769,0.637931034
33,24,9,2020,560,45,13,58,0.533333333,0.692307692,0.568965517
40,30,10,2020,610,45,13,58,0.666666667,0.769230769,0.689655172
33,25,8,2020,560,45,13,58,0.555555556,0.615384615,0.568965517
42,33,9,2020,630,45,13,58,0.733333333,0.692307692,0.724137931
42,33,9,2020,630,45,13,58,0.733333333,0.692307692,0.724137931
38,29,9,2020,600,45,13,58,0.644444444,0.692307692,0.655172414
41,32,9,2020,620,45,13,58,0.711111111,0.692307692,0.706896552
43,33,10,2020,640,45,13,58,0.733333333,0.769230769,0.74137931
43,33,10,2020,640,45,13,58,0.733333333,0.769230769,0.74137931
39,29,10,2020,600,45,13,58,0.644444444,0.769230769,0.672413793
34,25,9,2020,560,45,13,58,0.555555556,0.692307692,0.586206897
40,34,6,2020,610,45,13,58,0.755555556,0.461538462,0.689655172
38,30,8,2020,600,45,13,58,0.666666667,0.615384615,0.655172414
34,26,8,2020,560,45,13,58,0.577777778,0.615384615,0.586206897
35,25,10,2020,570,45,13,58,0.555555556,0.769230769,0.603448276
38,32,6,2020,600,45,13,58,0.711111111,0.461538462,0.655172414
36,29,7,2020,580,45,13,58,0.644444444,0.538461538,0.620689655
40,30,10,2020,610,45,13,58,0.666666667,0.769230769,0.689655172
39,30,9,2020,600,45,13,58,0.666666667,0.692307692,0.672413793
40,30,10,2020,610,45,13,58,0.666666667,0.769230769,0.689655172
39,31,8,2020,600,45,13,58,0.688888889,0.615384615,0.672413793
38,27,11,2020,600,45,13,58,0.6,0.846153846,0.655172414
39,28,11,2020,600,45,13,58,0.622222222,0.846153846,0.672413793
39,28,11,2020,600,45,13,58,0.622222222,0.846153846,0.672413793
37,30,7,2020,590,45,13,58,0.666666667,0.538461538,0.637931034
36,28,8,2020,580,45,13,58,0.622222222,0.615384615,0.620689655
37,30,7,2020,590,45,13,58,0.666666667,0.538461538,0.637931034
39,32,7,2020,600,45,13,58,0.711111111,0.538461538,0.672413793
38,29,9,2020,600,45,13,58,0.644444444,0.692307692,0.655172414
35,28,7,2020,570,45,13,58,0.622222222,0.538461538,0.603448276
35,28,7,2020,570,45,13,58,0.622222222,0.538461538,0.603448276
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
38,28,10,2021,600,45,13,58,0.622222222,0.769230769,0.655172414
39,28,11,2021,600,45,13,58,0.622222222,0.846153846,0.672413793
35,25,10,2021,570,45,13,58,0.555555556,0.769230769,0.603448276
35,25,10,2021,570,45,13,58,0.555555556,0.769230769,0.603448276
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
39,29,10,2021,600,45,13,58,0.644444444,0.769230769,0.672413793
37,27,10,2021,590,45,13,58,0.6,0.769230769,0.637931034
34,24,10,2021,560,45,13,58,0.533333333,0.769230769,0.586206897
35,26,9,2021,570,45,13,58,0.577777778,0.692307692,0.603448276
36,27,9,2021,580,45,13,58,0.6,0.692307692,0.620689655
32,22,10,2021,550,45,13,58,0.488888889,0.769230769,0.551724138
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
37,27,10,2021,590,45,13,58,0.6,0.769230769,0.637931034
38,29,9,2021,600,45,13,58,0.644444444,0.692307692,0.655172414
34,25,9,2021,560,45,13,58,0.555555556,0.692307692,0.586206897
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
35,25,10,2021,570,45,13,58,0.555555556,0.769230769,0.603448276
37,26,11,2021,590,45,13,58,0.577777778,0.846153846,0.637931034
35,25,10,2021,570,45,13,58,0.555555556,0.769230769,0.603448276
33,24,9,2021,560,45,13,58,0.533333333,0.692307692,0.568965517
32,22,10,2021,550,45,13,58,0.488888889,0.769230769,0.551724138
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
35,25,10,2021,570,45,13,58,0.555555556,0.769230769,0.603448276
37,26,11,2021,590,45,13,58,0.577777778,0.846153846,0.637931034
39,29,10,2021,600,45,13,58,0.644444444,0.769230769,0.672413793
37,27,10,2021,590,45,13,58,0.6,0.769230769,0.637931034
38,28,10,2021,600,45,13,58,0.622222222,0.769230769,0.655172414
34,23,11,2021,560,45,13,58,0.511111111,0.846153846,0.586206897
35,25,10,2021,570,45,13,58,0.555555556,0.769230769,0.603448276
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
39,29,10,2021,600,45,13,58,0.644444444,0.769230769,0.672413793
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
37,28,9,2021,590,45,13,58,0.622222222,0.692307692,0.637931034
33,23,10,2021,560,45,13,58,0.511111111,0.769230769,0.568965517
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
32,22,10,2021,550,45,13,58,0.488888889,0.769230769,0.551724138
37,27,10,2021,590,45,13,58,0.6,0.769230769,0.637931034
37,28,9,2021,590,45,13,58,0.622222222,0.692307692,0.637931034
37,28,9,2021,590,45,13,58,0.622222222,0.692307692,0.637931034
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
34,24,10,2021,560,45,13,58,0.533333333,0.769230769,0.586206897
36,26,10,2021,580,45,13,58,0.577777778,0.769230769,0.620689655
37,28,9,2021,590,45,13,58,0.622222222,0.692307692,0.637931034
35,25,10,2021,570,45,13,58,0.555555556,0.769230769,0.603448276
38,28,10,2021,600,45,13,58,0.622222222,0.769230769,0.655172414
37,30,7,2022,590,45,13,58,0.666666667,0.538461538,0.637931034
38,30,8,2022,600,45,13,58,0.666666667,0.615384615,0.655172414
35,28,7,2022,570,45,13,58,0.622222222,0.538461538,0.603448276
36,28,8,2022,580,45,13,58,0.622222222,0.615384615,0.620689655
35,27,8,2022,570,45,13,58,0.6,0.615384615,0.603448276
36,29,7,2022,580,45,13,58,0.644444444,0.538461538,0.620689655
38,32,6,2022,600,45,13,58,0.711111111,0.461538462,0.655172414
39,32,7,2022,600,45,13,58,0.711111111,0.538461538,0.672413793
40,32,8,2022,610,45,13,58,0.711111111,0.615384615,0.689655172
37,30,7,2022,590,45,13,58,0.666666667,0.538461538,0.637931034
38,31,7,2022,600,45,13,58,0.688888889,0.538461538,0.655172414
37,29,8,2022,590,45,13,58,0.644444444,0.615384615,0.637931034
37,29,8,2022,590,45,13,58,0.644444444,0.615384615,0.637931034
40,33,7,2022,610,45,13,58,0.733333333,0.538461538,0.689655172
36,29,7,2022,580,45,13,58,0.644444444,0.538461538,0.620689655
37,30,7,2022,590,45,13,58,0.666666667,0.538461538,0.637931034
36,29,7,2022,580,45,13,58,0.644444444,0.538461538,0.620689655
40,33,7,2022,610,45,13,58,0.733333333,0.538461538,0.689655172
40,32,8,2022,610,45,13,58,0.711111111,0.615384615,0.689655172
34,29,5,2022,560,45,13,58,0.644444444,0.384615385,0.586206897
36,30,6,2022,580,45,13,58,0.666666667,0.461538462,0.620689655
40,31,9,2022,610,45,13,58,0.688888889,0.692307692,0.689655172
40,33,7,2022,610,45,13,58,0.733333333,0.538461538,0.689655172
36,29,7,2022,580,45,13,58,0.644444444,0.538461538,0.620689655
35,29,6,2022,570,45,13,58,0.644444444,0.461538462,0.603448276
38,31,7,2022,600,45,13,58,0.688888889,0.538461538,0.655172414
39,32,7,2022,600,45,13,58,0.711111111,0.538461538,0.672413793
38,31,7,2022,600,45,13,58,0.688888889,0.538461538,0.655172414
39,30,9,2022,600,45,13,58,0.666666667,0.692307692,0.672413793
36,28,8,2022,580,45,13,58,0.622222222,0.615384615,0.620689655
38,29,9,2022,600,45,13,58,0.644444444,0.692307692,0.655172414
39,31,8,2022,600,45,13,58,0.688888889,0.615384615,0.672413793
39,30,9,2022,600,45,13,58,0.666666667,0.692307692,0.672413793
35,28,7,2022,570,45,13,58,0.622222222,0.538461538,0.603448276
39,32,7,2022,600,45,13,58,0.711111111,0.538461538,0.672413793
36,30,6,2022,580,45,13,58,0.666666667,0.461538462,0.620689655
38,31,7,2022,600,45,13,58,0.688888889,0.538461538,0.655172414
38,32,6,2022,600,45,13,58,0.711111111,0.461538462,0.655172414
39,32,7,2022,600,45,13,58,0.711111111,0.538461538,0.672413793
39,33,6,2022,600,45,13,58,0.733333333,0.461538462,0.672413793
44,34,10,2022,650,45,13,58,0.755555556,0.769230769,0.75862069
37,28,9,2022,590,45,13,58,0.622222222,0.692307692,0.637931034
37,30,7,2022,590,45,13,58,0.666666667,0.538461538,0.637931034
38,30,8,2022,600,45,13,58,0.666666667,0.615384615,0.655172414
38,31,7,2022,600,45,13,58,0.688888889,0.538461538,0.655172414
35,28,7,2022,570,45,13,58,0.622222222,0.538461538,0.603448276
38,29,9,2022,600,45,13,58,0.644444444,0.692307692,0.655172414
34,26,8,2022,560,45,13,58,0.577777778,0.615384615,0.586206897
36,29,7,2022,580,45,13,58,0.644444444,0.538461538,0.620689655
39,32,7,2022,600,45,13,58,0.711111111,0.538461538,0.672413793
41,33,8,2023,620,45,13,58,0.733333333,0.615384615,0.706896552
41,32,9,2023,620,45,13,58,0.711111111,0.692307692,0.706896552
38,27,11,2023,600,45,13,58,0.6,0.846153846,0.655172414
37,31,6,2023,590,45,13,58,0.688888889,0.461538462,0.637931034
37,28,9,2023,590,45,13,58,0.622222222,0.692307692,0.637931034
41,32,9,2023,620,45,13,58,0.711111111,0.692307692,0.706896552
35,29,6,2023,570,45,13,58,0.644444444,0.461538462,0.603448276
42,31,11,2023,630,45,13,58,0.688888889,0.846153846,0.724137931
38,30,8,2023,600,45,13,58,0.666666667,0.615384615,0.655172414
39,32,7,2023,600,45,13,58,0.711111111,0.538461538,0.672413793
38,32,6,2023,600,45,13,58,0.711111111,0.461538462,0.655172414
41,31,10,2023,620,45,13,58,0.688888889,0.769230769,0.706896552
38,32,6,2023,600,45,13,58,0.711111111,0.461538462,0.655172414
38,30,8,2023,600,45,13,58,0.666666667,0.615384615,0.655172414
39,31,8,2023,600,45,13,58,0.688888889,0.615384615,0.672413793
38,32,6,2023,600,45,13,58,0.711111111,0.461538462,0.655172414
43,32,11,2023,640,45,13,58,0.711111111,0.846153846,0.74137931
42,32,10,2023,630,45,13,58,0.711111111,0.769230769,0.724137931
44,34,10,2023,650,45,13,58,0.755555556,0.769230769,0.75862069
43,34,9,2023,640,45,13,58,0.755555556,0.692307692,0.74137931
34,26,8,2023,560,45,13,58,0.577777778,0.615384615,0.586206897
35,29,6,2023,570,45,13,58,0.644444444,0.461538462,0.603448276
38,31,7,2023,600,45,13,58,0.688888889,0.538461538,0.655172414
40,31,9,2023,610,45,13,58,0.688888889,0.692307692,0.689655172
38,31,7,2023,600,45,13,58,0.688888889,0.538461538,0.655172414
39,31,8,2023,600,45,13,58,0.688888889,0.615384615,0.672413793
36,32,4,2023,580,45,13,58,0.711111111,0.307692308,0.620689655
40,33,7,2023,610,45,13,58,0.733333333,0.538461538,0.689655172
36,29,7,2023,580,45,13,58,0.644444444,0.538461538,0.620689655
44,35,9,2023,650,45,13,58,0.777777778,0.692307692,0.75862069
39,31,8,2023,600,45,13,58,0.688888889,0.615384615,0.672413793
42,32,10,2023,630,45,13,58,0.711111111,0.769230769,0.724137931
41,34,7,2023,620,45,13,58,0.755555556,0.538461538,0.706896552
42,35,7,2023,630,45,13,58,0.777777778,0.538461538,0.724137931
40,34,6,2023,610,45,13,58,0.755555556,0.461538462,0.689655172
37,32,5,2023,590,45,13,58,0.711111111,0.384615385,0.637931034
36,29,7,2023,580,45,13,58,0.644444444,0.538461538,0.620689655
33,27,6,2023,560,45,13,58,0.6,0.461538462,0.568965517
37,32,5,2023,590,45,13,58,0.711111111,0.384615385,0.637931034
39,33,6,2023,600,45,13,58,0.733333333,0.461538462,0.672413793
39,32,7,2023,600,45,13,58,0.711111111,0.538461538,0.672413793
41,36,5,2023,620,45,13,58,0.8,0.384615385,0.706896552
43,34,9,2023,640,45,13,58,0.755555556,0.692307692,0.74137931
37,29,8,2023,590,45,13,58,0.644444444,0.615384615,0.637931034
41,32,9,2023,620,45,13,58,0.711111111,0.692307692,0.706896552
44,36,8,2023,650,45,13,58,0.8,0.615384615,0.75862069
38,31,7,2023,600,45,13,58,0.688888889,0.538461538,0.655172414
35,27,8,2023,570,45,13,58,0.6,0.615384615,0.603448276
39,30,9,2023,600,45,13,58,0.666666667,0.692307692,0.672413793
41,33,8,2023,620,45,13,58,0.733333333,0.615384615,0.706896552
